title,category,url,image_url,serves,time,ingredients
Crunchy Chili Onion Compound Butter,Appetizers & Sides,https://www.traderjoes.com/home/recipes/crunchy-chili-onion-compound-butter,https://www.traderjoes.com/content/dam/trjo/context-images/06253-62480-CompoundButters-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 5 mins - 1 h,"[""1 stick TJ's Unsalted Butter, softened"", ""2 tablespoons TJ's Crunchy Chili Onion""]"
Pumpkin Spice Yogurt Dip,Appetizers & Sides & Desserts,https://www.traderjoes.com/home/recipes/pumpkin-spice-yogurt-dip,https://www.traderjoes.com/content/dam/trjo/context-images/11364-pumpkin-pie-spice-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 5 mins,"[""1 cup TJ's Whole Milk Vanilla Bean Greek Yogurt"", ""1 tablespoon of your favorite TJ's Honey"", ""1/4 teaspoon TJ's Pumpkin Pie Spice (seasonal), plus more for sprinkling"", ""Your favorite TJ's Apple varietal, sliced""]"
Dark Chocolate Chip Protein Pancakes,Breakfast,https://www.traderjoes.com/home/recipes/dark-chocolate-chip-protein-pancakes,https://www.traderjoes.com/content/dam/trjo/context-images/79169-choc-chips-no-sugar-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-3,Time 15 mins,"['1 cup TJ’s Buttermilk Protein Pancake Mix', '1 cup water', '½ cup TJ’s No Sugar Added Dark Chocolate Chips', '½ cup sliced TJ’s Strawberries', '1 cup TJ’s Vegan Heavy Whipping Cream Alternative, whipped according to package instructions, or TJ’s Heavy Whipping Cream whipped to soft peak-stage']"
Turkey Pasta Primavera,Dinner,https://www.traderjoes.com/home/recipes/turkey-pasta-primavera,https://www.traderjoes.com/content/dam/trjo/context-images/16574-ground-turkey-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 25 mins,"['5 tablespoons TJ’s Olive Oil, divided', '1 20-ounce package TJ’s Ground Turkey', '½ package TJ’s Capellini pasta, cook according to package instructions', '1 TJ’s Leek, sliced', '1 pound TJ’s Carrots of Many Colors, thinly sliced on a bias', '1 ½ cup TJ’s Grower’s Reserve Chardonnay, or your favorite dry white TJ’s wine', '2 tablespoons fresh TJ’s Thyme leaves', 'TJ’s Sea Salt, to taste', 'TJ’s Black Peppercorns, to taste']"
Umami Parm Popcorn,Appetizers & Sides,https://www.traderjoes.com/home/recipes/umami-parm-popcorn,https://www.traderjoes.com/content/dam/trjo/context-images/63804-umami-seasoning-popcorn-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 20 mins,"['1/3 cup TJ’s Clarified Butter', '1 tablespoon TJ’s Mushroom & Company Multipurpose Umami Seasoning Blend, plus more for sprinkling', '½ bag TJ’s Organic Olive Oil Popcorn', '1/3 cup grated TJ’s Parmesan']"
Polenta & Veggie Stacks,Appetizers & Sides,https://www.traderjoes.com/home/recipes/polenta-veggie-stacks,https://www.traderjoes.com/content/dam/trjo/context-images/63804-umami-seasoning-veggies-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 30 mins - 35 mins,"['Your favorite TJ’s Olive Oil', '1/2 TJ’s Organic Polenta, sliced into ½-inch rounds', 'TJ’s Silver Goat Cheese Log, sliced into 4 ½-inch rounds', '1 cup TJ’s Organic Mixed Medley Cherry Tomatoes, sliced in half', ""1 cup TJ's Organic Tuscan Kale"", '1 package TJ’s Shiitake Mushrooms', 'TJ’s Mushroom & Company Multipurpose Umami Seasoning Blend']"
Dutch Oven Veggie Enchiladas,Lunch & Dinner,https://www.traderjoes.com/home/recipes/dutch-oven-veggie-enchiladas,https://www.traderjoes.com/content/dam/trjo/context-images/78961-enchilada-sauce-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 30 mins,"['2 tablespoons of your favorite TJ’s Olive Oil', '1 TJ’s Red Onion, cut into half moons', '1 TJ’s Red Bell Pepper, cut into strips', 'A few shakes of TJ’s 21 Seasoning Salute', 'TJ’s Sea Salt, to taste', '1 jar of TJ’s Enchilada Sauce', '8 of TJ’s Carb Savvy Tortillas', '1 can TJ’s Black Beans, drained', '1 bag TJ’s Shredded 3 Cheese Blend', 'TJ’s Jalapeño Sauce, optional']"
Strawberry & String Cheese Snack Rolls,Appetizers & Sides,https://www.traderjoes.com/home/recipes/strawberry-string-cheese-snack-rolls,https://www.traderjoes.com/content/dam/trjo/context-images/30337-string-cheese-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins - 10 mins,"['1 tablespoon TJ’s Unsalted Butter', '2 TJ’s String Cheese sticks', '2 TJ’s Organic Mini Flour Tortillas', '¼ cup TJ’s Fresh Strawberry Preserves']"
Chimichurri Toasts,Appetizers & Sides,https://www.traderjoes.com/home/recipes/chimichurri-toasts,https://www.traderjoes.com/content/dam/trjo/context-images/77160-gluten-free-baguette-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-10,Time 15 mins - 20 mins,"['Your favorite TJ’ Olive Oil', '1 TJ’s Gluten Free Baguette, cut into ½-inch slices', '1 package TJ’s Pre-Sliced Fresh Mozzarella Cheese Log', '1 tub TJ’s Chimichurri Sauce']"
Chocolate Almond Crescent Cookies,Desserts,https://www.traderjoes.com/home/recipes/chocolate-almond-crescent-cookies,https://www.traderjoes.com/content/dam/trjo/context-images/79166-almond-paste-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8,Time 1 h 10 mins - 1 h 30 mins,"['1 7-ounce tube of TJ’s Almond Paste, broken up into pieces', '1/2 cup TJ’s Blanched Almond Flour', '1/4 cup TJ’s Organic Cane Sugar', '¼ teaspoon TJ’s Sea Salt', 'Egg white from 1 TJ’s Egg', '1 teaspoon TJ’s Organic Pure Bourbon Vanilla Extract', '½ cup TJ’s Raw Sliced Almonds', '½ cup TJ’s Dark Chocolate, chopped and melted']"
Risotto-Stuffed Delicata Squash,Dinner,https://www.traderjoes.com/home/recipes/risotto-stuffed-delicata-squash,https://www.traderjoes.com/content/dam/trjo/context-images/50661-delicata-squash-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 40 mins - 45 mins,"['1-2 TJ’s Delicata Squash (depending on size), sliced in half lengthwise, seeds removed', '2 tablespoons of your favorite TJ’s Olive Oil', 'TJ’s Sea Salt, to taste', '1 bag TJ’s Mushroom Risotto', '3 cups TJ’s Organic Tuscan Kale, destemmed', '1/3 cup TJ’s Unsalted Dry Toasted Pecan Pieces', '1/3 cup TJ’s Sweetened Dried Cranberries', '1/2 cup grated TJ’s Black Pepper Toscano Cheese, divided', 'TJ’s Glaze']"
Toscano Pizza,Dinner & Lunch,https://www.traderjoes.com/home/recipes/toscano-pizza,https://www.traderjoes.com/content/dam/trjo/context-images/66262-shredded-toscano-cheese-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 15 mins,"[""1 TJ's Organic French Baguette"", ""TJ's Pizza Sauce"", ""TJ's Pizza Seasoned Shredded Toscano Cheese"", ""TJ's Sliced Uncured Pepperoni""]"
Spiked Spiced Cider,Beverages,https://www.traderjoes.com/home/recipes/spiked-spiced-cider,https://www.traderjoes.com/content/dam/trjo/context-images/42371-spiced-cider-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 10 mins,"[""5 ounces TJ's Spiced Cider (seasonal)"", ""1.5 ounces (1 shot) of your favorite TJ's Bourbon Whiskey"", ""1 TJ's Mandarin"", ""1 TJ's Organic Cinnamon Stick, for garnish (optional)""]"
Buttery Baked Cod,Dinner,https://www.traderjoes.com/home/recipes/buttery-baked-cod,https://www.traderjoes.com/content/dam/trjo/context-images/74137-cod-fillet-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 25 mins - 30 mins,"['1 package TJ’s Wild Caught Cod Fillets, about 1 to 1 ½ pounds', 'TJ’s Sea Salt, to taste', '8 tablespoons TJ’s Unsalted Butter, melted and divided', '1 sleeve TJ’s Golden Rounds Crackers, crushed', '1 ½ tablespoons TJ’s Aglio Olio Garlicky & Spicy Seasoning Blend', '1 TJ’s Lemon, sliced into wedges']"
Salty Maple Cold Foam,Beverages,https://www.traderjoes.com/home/recipes/salty-maple-cold-foam,https://www.traderjoes.com/content/dam/trjo/context-images/78933-org-maple-butter-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"['2 tablespoons TJ’s Heavy Cream', '1 tablespoon TJ’s Whole Milk', '2 teaspoons TJ’s Organic Maple Butter', '1-2 cranks TJ’s Sea Salt']"
Farro With Chicken Sausage & Apples,Dinner & Lunch,https://www.traderjoes.com/home/recipes/farro-chicken-sausage-apples,https://www.traderjoes.com/content/dam/trjo/context-images/94506-10-minute-farro-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 30 mins,"['1 package TJ’s 10 Minute Farro, cooked according to package instructions', '1 package TJ’s Sweet Italian Chicken Sausage, casings removed', '2 tablespoons TJ’s Salted Butter', '1 cup diced TJ’s Yellow Onion', '2 cloves TJ’s Garlic, chopped', '1 TJ’s Apple (your favorite variety), diced', 'TJ’s Sea Salt, to taste', 'TJ’s Organic Ground Black Pepper, to taste', 'TJ’s Organic Crushed Red Pepper, to taste', 'TJ’s Grated Parmesan Cheese, to serve']"
Caramel Apple Nachos,Desserts,https://www.traderjoes.com/home/recipes/caramel-apple-nachos,https://www.traderjoes.com/content/dam/trjo/context-images/71089-graham-crackers-caramel-nachos-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-4,Time 10 mins,"['2 TJ’s Granny Smith Apples, thinly sliced', '3 generous spoonfuls of TJ’s Fleur de Sel Caramel Sauce', '4 TJ’s Graham Cracker Squares, crushed', '1/3 cup TJ’s Roasted & Unsalted Peanuts, chopped', 'TJ’s Organic Ground Cinnamon, for dusting']"
Maple Rosemary Butternut Squash with Walnuts,Appetizers & Sides,https://www.traderjoes.com/home/recipes/maple-rosemary-butternut-squash-walnuts,https://www.traderjoes.com/content/dam/trjo/context-images/06252-salted-butter-quarters-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 40 mins - 2 mins,"['1 1/2 - 2 pounds TJ’s Cut Butternut Squash', '4 tablespoons TJ’s Salted Butter, melted', '3 tablespoons TJ’s Maple Syrup', '2 tablespoons chopped TJ’s Fresh Rosemary', '3 teaspoons TJ’s Salt', '½ cup TJ’s Raw California Walnut Baking Pieces']"
Mashed Sweet Potatoes with Brown Butter,Appetizers & Sides,https://www.traderjoes.com/home/recipes/mashed-sweet-potatoes-brown-butter,https://www.traderjoes.com/content/dam/trjo/context-images/06253-unsalted-butter-quarters-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 20 mins,"['½ stick TJ’s Unsalted Butter Quarters, chopped into cubes', '1 package TJ’s Mashed Sweet Potatoes, prepared according to package instructions', '½ cup Sweet and Spicy Pecans, chopped', 'TJ’s Sea Salt, to taste', 'TJ’s Black Peppercorns, to taste']"
"Black Bean, Corn, & Cilantro Pasta Salad",Appetizers & Sides & Lunch,https://www.traderjoes.com/home/recipes/black-bean-corn-cilantro-pasta-salad,https://www.traderjoes.com/content/dam/trjo/context-images/09636-black-beans-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 30 mins - 1 h,"['½ cup diced TJ’s Red Onion', '2 TJ’s Limes, juiced', '1 16-ounce bag TJ’s Farfalle Pasta, cooked according to package instructions, then rinse with cold water', '2 cans TJ’s Black Beans, drained and rinsed', '1 bag TJ’s Organic Super Sweet Cut Corn, thawed from frozen', '1 cup TJ’s Cotija Cheese, crumbled', '1 - 1½ cups TJ’s Cilantro Salad Dressing', 'TJ’s Sea Salt, to taste', 'TJ’s Cilantro, chopped, to garnish']"
Soy Eggs,Appetizers & Sides,https://www.traderjoes.com/home/recipes/soy-eggs,https://www.traderjoes.com/content/dam/trjo/context-images/72270-org-pasture-eggs-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 1 h 25 mins - 2 h 25 mins,"['¾ cups TJ’s Low Sodium Soy Sauce', '2 tablespoons TJ’s Rice Vinegar', '1 tablespoon TJ’s Organic Sugar', '6 TJ’s Organic Pasture Raised Large Brown Eggs', ""TJ's Sriracha Sauce"", ""TJ's Nori Komi Furikake Japanese Multi-Purpose Seasoning""]"
Caramelized Onion Double Smash Burgers,Lunch & Dinner,https://www.traderjoes.com/home/recipes/caramelized-onion-double-smash-burgers,https://www.traderjoes.com/content/dam/trjo/context-images/55923-ground-beef-patties-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 35 mins - 40 mins,"['3 tablespoons, plus 1/2 teaspoon TJ’s Avocado Oil, divided', '1 TJ’s Yellow Onion, thinly sliced', 'TJ’s Sea Salt, to taste', 'TJ’s Black Peppercorns, to taste', '2 TJ’s Hamburger Buns', '4 TJ’s Ground Beef Patties 80% Lean/20% Fat', '2 TJ’s Organic American Singles', 'TJ’s Organic Ketchup']"
